gene_name,protein_id,LipidProbe,hit_annotation,logFC,pvalue,AveExpr,fdr
YWHAG,P61981,1-10 FA,no hit,-0.425476668,0.124372619,25.4140645,0.21503321
CTSZ,Q9UBR2,1-10 FA,no hit,0.222946089,0.125412611,24.04942094,0.216499751
STRN3,Q13033|Q13033-2,1-10 FA,no hit,-0.261954457,0.126161116,23.21393716,0.217459389
PSMD13,J3KNQ3|Q9UNM6|Q9UNM6-2,1-10 FA,no hit,-0.299893927,0.127773153,24.07440464,0.21990227
SIAE,Q9HAT2|Q9HAT2-2,1-10 FA,no hit,0.337367478,0.130014333,24.20898771,0.223418846
TST,Q16762,1-10 FA,no hit,0.151671629,0.130563398,24.92703256,0.224021393
LAMC1,P11047,1-10 FA,no hit,0.18413026,0.130868481,23.42881738,0.224204121
COPS4,D6RAX7|Q9BT78|Q9BT78-2,1-10 FA,no hit,-0.336911685,0.131310409,22.84800008,0.224584661
GGT3P|GGT2|GGT1,A6NGU5|B5MCK8|P19440|P36268|P36268-2|P36268-3,1-10 FA,no hit,0.443921653,0.131488451,22.59577887,0.224584661
AGPS,O00116,1-10 FA,no hit,0.271878494,0.131915717,24.72960673,0.224600775
CAT,P04040,1-10 FA,no hit,0.396227551,0.132091965,23.70508551,0.224600775
PDPR,A8MT40|Q8NCN5,1-10 FA,no hit,0.208454149,0.132094698,22.29102461,0.224600775
DYNC1LI1,Q9Y6G9,1-10 FA,no hit,-0.253091492,0.133102215,23.33389535,0.22560836
AHNAK,Q09666,1-10 FA,no hit,0.217132793,0.133459829,27.35236754,0.22560836
SEC13,A0A0C4DFR6|P55735|P55735-2|P55735-3,1-10 FA,no hit,-0.212331081,0.133546893,25.01844605,0.22560836
AP1B1,Q10567|Q10567-2|Q10567-3|Q10567-4,1-10 FA,no hit,-0.223726607,0.133552728,24.66257043,0.22560836
ATP5C1,P36542|P36542-2,1-10 FA,no hit,0.269053987,0.133686442,23.36083913,0.22560836
NUDT21,O43809,1-10 FA,no hit,0.195093372,0.13586971,23.80826572,0.228950601
U2SURP,E7ET15|O15042|O15042-2,1-10 FA,no hit,0.28791184,0.136110481,24.14545676,0.229014505
POGZ,Q7Z3K3|Q7Z3K3-2|Q7Z3K3-3|Q7Z3K3-5|Q7Z3K3-6|Q7Z3K3-7,1-10 FA,no hit,0.346096589,0.137274214,24.10806102,0.23062885
SF3B4,Q15427,1-10 FA,no hit,0.247632051,0.138950899,23.74059715,0.233098907
PARP1,P09874,1-10 FA,no hit,0.207445598,0.13985822,23.5241191,0.234272893
FKBP9,O95302|O95302-3,1-10 FA,no hit,0.187584447,0.141506468,25.91016798,0.23626025
SF3A3,Q12874,1-10 FA,no hit,0.291596459,0.141517576,23.33333994,0.23626025
PRPF19,Q9UMS4,1-10 FA,no hit,0.205454746,0.141672444,25.33166042,0.23626025
PECR,Q9BY49,1-10 FA,no hit,0.243538113,0.142307256,24.03335448,0.236968868
DCBLD2,Q96PD2|Q96PD2-2,1-10 FA,no hit,0.343058647,0.142533999,23.20173525,0.236996884
CTNNA1,G3XAM7|P35221|P35221-2,1-10 FA,no hit,0.438069281,0.143192713,25.94990326,0.237742019
RPL7A,P62424,1-10 FA,no hit,-0.229774149,0.143635773,24.06014906,0.238127441
FAM129B,Q96TA1|Q96TA1-2,1-10 FA,no hit,-0.291807336,0.14431271,24.24135427,0.2388989
MRPL12,P52815,1-10 FA,no hit,0.192892713,0.144608498,23.99761796,0.239038058
G6PD,P11413|P11413-2|P11413-3,1-10 FA,no hit,-0.66195068,0.146610453,25.38401514,0.241992985
ERO1A,G3V3E6|Q96HE7,1-10 FA,no hit,0.218080142,0.147164375,26.79005579,0.242552671
MELTF,P08582,1-10 FA,no hit,0.375333055,0.147657117,23.3346379,0.243010037
TNPO2,O14787-2,1-10 FA,no hit,-0.235363288,0.148617449,24.47867128,0.244194355
RAN,B5MDF5|P62826,1-10 FA,no hit,-0.242857809,0.148809315,25.65195822,0.244194355
PGM1,P36871,1-10 FA,no hit,-0.221394177,0.149837648,22.76753288,0.24552497
CARS,P49589|P49589-3,1-10 FA,no hit,-0.376520124,0.15183386200000001,24.49095266,0.248435406
HIST1H4A,P62805,1-10 FA,no hit,0.264210789,0.152291365,25.69872852,0.248823373
TP53BP1,A6NNK5|Q12888|Q12888-2|Q12888-3,1-10 FA,no hit,0.206536568,0.152914984,24.70898837,0.249481238
NAP1L1,B7Z9C2|H0YIV4|P55209|P55209-3,1-10 FA,no hit,-0.253058783,0.153792549,24.66850657,0.25055092
PRDX4,Q13162,1-10 FA,no hit,0.305980879,0.154125092,25.83795758,0.250730877
CPOX,P36551,1-10 FA,no hit,0.195316163,0.154598436,24.34865112,0.251139043
GALK2,B7ZAX5|Q01415|Q01415-2,1-10 FA,no hit,-0.444712555,0.154927704,23.51052341,0.251306862
PUF60,A0A0J9YVP6|A0A0J9YXJ8|A0A0J9YXX5|A0A0J9YYL3|Q9UHX1|Q9UHX1-2|Q9UHX1-3|Q9UHX1-4|Q9UHX1-5|Q9UHX1-6,1-10 FA,no hit,0.152839325,0.155148517,25.35996268,0.251306862
RPS19,P39019,1-10 FA,no hit,-0.227770846,0.155369521,23.79978277,0.251306862
CTH,P32929|P32929-2|P32929-3,1-10 FA,no hit,-0.502789747,0.157343062,22.62909812,0.254134931
STAG2,Q8N3U4|Q8N3U4-2,1-10 FA,no hit,0.275815496,0.15851591,22.93307035,0.255289209
CPSF7,F5H669|Q8N684|Q8N684-2|Q8N684-3,1-10 FA,no hit,-0.246968728,0.1585895,22.62664585,0.255289209
CDK5RAP3,Q96JB5|Q96JB5-4,1-10 FA,no hit,0.268294494,0.158736071,23.92559566,0.255289209
ST13|ST13P4,A0A087X1H6|F6VDH7|H7C3I1|P50502|Q3KNR6|Q8IZP2,1-10 FA,no hit,-0.303057362,0.158971254,24.67260472,0.255303764
PTBP1,A0A0U1RRM4|A6NLN1|P26599|P26599-2|P26599-3,1-10 FA,no hit,0.191848436,0.160463355,25.12761783,0.257333988
RPL4,H3BM89|P36578,1-10 FA,no hit,-0.313230603,0.161950766,22.4992695,0.259350942
NOP56,O00567,1-10 FA,no hit,0.285919063,0.163431518,24.76495738,0.261238715
RPS3A,P61247,1-10 FA,no hit,-0.20913726,0.163592358,24.88124908,0.261238715
SIN3A,Q96ST3,1-10 FA,no hit,0.320606183,0.164953242,23.02077356,0.263039844
AKR1B10,O60218,1-10 FA,no hit,-0.702287725,0.165303248,25.32690115,0.263226187
FKBP10,Q96AY3,1-10 FA,no hit,0.169155501,0.167720335,25.85896973,0.266698956
NOL6,A0A0A0MRW6|Q9H6R4|Q9H6R4-2|Q9H6R4-4,1-10 FA,no hit,0.205130824,0.168394716,22.39358842,0.267292129
XPO1,O14980,1-10 FA,no hit,-0.220695864,0.16856687,26.01131695,0.267292129
ACOX1,Q15067|Q15067-2|Q15067-3,1-10 FA,no hit,0.273514861,0.170745746,24.43255941,0.269612202
TRIP12,Q14669|Q14669-2|Q14669-3|Q14669-4,1-10 FA,no hit,0.311433007,0.170925484,23.65309976,0.269612202
FTO,Q9C0B1,1-10 FA,no hit,-0.371569939,0.170960203,23.75604365,0.269612202
PICALM,Q13492|Q13492-2|Q13492-3|Q13492-4|Q13492-5,1-10 FA,no hit,-0.147630631,0.17098524,23.6798606,0.269612202
NAGA,P17050,1-10 FA,no hit,0.138377348,0.172416394,23.33394966,0.271489691
MYO1B,E9PDF6|O43795|O43795-2,1-10 FA,no hit,0.290101429,0.173004844,26.20728598,0.272036864
ARID1A,H0Y488|O14497|O14497-2|O14497-3,1-10 FA,no hit,0.306166683,0.173462848,23.91902931,0.272377684
PHGDH,O43175,1-10 FA,no hit,-0.710461789,0.175389519,24.51729545,0.27502051
SEC16A,A0A0C4DH09|F1T0I1|J3KNL6|O15027|O15027-2|O15027-3|O15027-4|O15027-5|X6RGP5,1-10 FA,no hit,-0.295069719,0.176378662,22.99702749,0.276187947
MCM7,P33993,1-10 FA,no hit,-0.345479032,0.177169445,24.49330336,0.277041971
FLNC,Q14315|Q14315-2,1-10 FA,no hit,-0.152489754,0.179965152,28.83392128,0.281024421
VPS35,Q96QK1,1-10 FA,no hit,-0.196008186,0.180670757,25.39363187,0.281736582
RCN2,Q14257|Q14257-2,1-10 FA,no hit,0.330277062,0.181065086,26.08081876,0.281962044
NSF,I3L0N3|P46459|P46459-2,1-10 FA,no hit,-0.19257062,0.181645588,24.82536679,0.282476403
GTF2I,P78347|P78347-2|P78347-3|P78347-4,1-10 FA,no hit,0.279911724,0.182639458,24.45560991,0.282912941
RPL27A,E9PJD9|E9PLL6|P46776,1-10 FA,no hit,-0.197006385,0.182707075,23.51004771,0.282912941
SKP1,E5RJR5|P63208,1-10 FA,no hit,-0.312220086,0.182937247,24.62669691,0.282912941
RPS3,E9PL09|P23396|P23396-2,1-10 FA,no hit,-0.183121572,0.18310338,25.92267569,0.282912941
LASP1,Q14847,1-10 FA,no hit,-0.427060619,0.183273651,24.17818505,0.282912941
APLP2,Q06481|Q06481-2|Q06481-3|Q06481-4|Q06481-5|Q06481-6,1-10 FA,no hit,0.217534058,0.183429825,24.5463378,0.282912941
ACTN4,O43707,1-10 FA,no hit,0.147867264,0.184436696,27.48339493,0.283876942
FLNA,P21333|P21333-2|Q60FE5,1-10 FA,no hit,-0.165760585,0.184557729,29.13939368,0.283876942
RBM25,P49756,1-10 FA,no hit,0.304914783,0.185230165,23.61888534,0.284226702
NQO1,B4DLR8|P15559|P15559-2|P15559-3,1-10 FA,no hit,-0.539846542,0.18528862,22.54004978,0.284226702
SERPINE1,P05121,1-10 FA,no hit,0.499966971,0.186235336,22.86191003,0.285291308
IVD,A0A0A0MT83|P26440|P26440-2,1-10 FA,no hit,0.201727116,0.186578747,24.17334124,0.285428136
SUPT16H,Q9Y5B9,1-10 FA,no hit,0.142430297,0.186935155,25.68183923,0.285428136
HNRNPC,G3V2Q1|G3V4C1|P07910|P07910-2,1-10 FA,no hit,0.264074854,0.1870831,26.48697503,0.285428136
ANXA4,B4E1S2|P09525|Q6P452,1-10 FA,no hit,-0.788025655,0.187840758,24.23960885,0.286197322
MTHFD2,P13995|P13995-2,1-10 FA,no hit,0.280943341,0.189222124,23.19016196,0.287913448
BCL2L13,A0A087WTL4|A0A087WX97|E9PDD6|Q9BXK5|Q9BXK5-2,1-10 FA,no hit,0.200106182,0.189560054,23.88105447,0.288039436
MANBA,O00462,1-10 FA,no hit,0.236462867,0.190265347,24.16245926,0.288393412
RPL17|RPL17-C18orf32,A0A087WXM6|A0A0A6YYL6|J3KRX5|J3QQT2|P18621|P18621-3,1-10 FA,no hit,-0.212545697,0.190480856,24.45026289,0.288393412
TNS3,Q68CZ2,1-10 FA,no hit,-0.179898252,0.190559332,22.83243617,0.288393412
PPIH,C9JQD4|H0YEL5|O43447|O43447-2,1-10 FA,no hit,-0.166387014,0.192021932,23.62304029,0.290217887
CTTN,Q14247,1-10 FA,no hit,0.164929977,0.192368331,23.9097751,0.290352735
LRRC15,Q8TF66|Q8TF66-2,1-10 FA,no hit,0.286052838,0.192781835,23.5101937,0.290588374
PRDX2,P32119,1-10 FA,no hit,-0.428277251,0.197002002,24.66221049,0.296169216
PCCB,C9JQS9|E7ETT1|E7ETT4|E7EUY3|E7EX59|E9PDR0|E9PEC3|P05166|P05166-2,1-10 FA,no hit,0.170251182,0.19700893,25.1067443,0.296169216
CHD4,A0A0C4DGG9|F5GWX5|Q14839|Q14839-2,1-10 FA,no hit,0.260791658,0.19829738,25.41970206,0.297709764
MAP1B,P46821,1-10 FA,no hit,-0.430328711,0.19910939,25.86366292,0.297968408
NCAPD2,Q15021,1-10 FA,no hit,-0.171046579,0.199222976,22.78499174,0.297968408
NUP205,Q92621,1-10 FA,no hit,0.221293248,0.199261424,25.86706344,0.297968408
HIST1H1B,P16401,1-10 FA,no hit,0.203421,0.199949551,24.00835345,0.298601908
CHERP,J3QK89|Q8IWX8,1-10 FA,no hit,0.199342831,0.202041454,25.20811612,0.301327347
BAT3|BAG6,A0A024RCR6|A0A0G2JJM1|A0A0G2JK23|A0A0G2JL47|F6S6P2|P46379|P46379-2|P46379-3|P46379-4|P46379-5|X6REW1,1-10 FA,no hit,-0.18736075,0.203692857,23.26483696,0.303389492
HNRNPF,P52597,1-10 FA,no hit,0.153126686,0.204644721,24.66962732,0.304405653
NUP188,Q5SRE5|Q5SRE5-2,1-10 FA,no hit,0.28634942,0.206332978,24.48629308,0.306513068
SYMPK,A0A087WUE9|Q92797,1-10 FA,no hit,0.436824726,0.206901923,23.04697862,0.306954365
EHMT1,Q9H9B1,1-10 FA,no hit,0.25505218,0.210405294,23.08116743,0.311742226
KPNB1,Q14974,1-10 FA,no hit,-0.240069471,0.211834684,27.44175701,0.3134487
SNRNP70,P08621|P08621-2,1-10 FA,no hit,0.236584061,0.213433586,24.96724712,0.315401202
NUP107,P57740|P57740-2,1-10 FA,no hit,0.291843726,0.214227785,25.3682341,0.316161006
PSAT1,Q9Y617|Q9Y617-2,1-10 FA,no hit,-0.495099686,0.214609542,25.28540328,0.316310931
KPNA1,P52294,1-10 FA,no hit,-0.125613252,0.215340273,23.97954735,0.316974143
NUP133,Q8WUM0,1-10 FA,no hit,0.219999778,0.216349454,26.42448726,0.317761432
TGM2,P21980,1-10 FA,no hit,-0.675870522,0.216693054,26.19292246,0.317761432
HEATR1,Q5T3Q7|Q9H583,1-10 FA,no hit,0.288376311,0.216719489,24.87600575,0.317761432
DARS,P14868|P14868-2,1-10 FA,no hit,-0.184389848,0.217461575,25.62488346,0.318039251
YBX1,A0A087X1S2|H0Y449|P67809,1-10 FA,no hit,-0.155315455,0.217472367,23.03290331,0.318039251
MRPL49,H0YDP7|Q13405,1-10 FA,no hit,0.142613757,0.21830343,23.27000815,0.318841621
KARS,Q15046|Q15046-2,1-10 FA,no hit,-0.231875201,0.218983286,25.42624818,0.319249214
ARHGAP1,Q07960,1-10 FA,no hit,-0.205428916,0.219148043,25.05805604,0.319249214
EIF4E,D6RBW1|P06730|P06730-2|P06730-3,1-10 FA,no hit,-0.147769577,0.219679516,23.66337277,0.319611048
GPT2,Q8TD30|Q8TD30-2,1-10 FA,no hit,0.189509187,0.220154114,21.99677821,0.319889312
VARS2,A0A0A0MTG1|A0A0G2JIA5|A0A0G2JL52|A0A140T8Y0|A0A140TA35|A0A140TA36|A0A140TA40|A0A140TA45|B4E0K6|B7ZL25|Q5ST30|Q5ST30-3|Q5ST30-4,1-10 FA,no hit,0.189332901,0.220831161,23.27879859,0.320460644
NUP155,E9PF10|O75694|O75694-2,1-10 FA,no hit,0.186205094,0.221359901,25.38385367,0.320815568
EXOSC5,Q9NQT4,1-10 FA,no hit,0.238199218,0.222364266,23.20923614,0.321858021
ZYX,H0Y2Y8|Q15942|Q15942-2,1-10 FA,no hit,-0.412886856,0.223836724,23.12912552,0.323574471
MAT2A,P31153,1-10 FA,no hit,-0.341143714,0.225544914,24.48100245,0.325626864
CALU,O43852|O43852-3|O43852-4,1-10 FA,no hit,0.346876357,0.226315826,26.43147672,0.326322563
MRE11A,F8W7U8|P49959|P49959-2|P49959-3,1-10 FA,no hit,0.192150968,0.227763866,22.07487033,0.327991588
SUPV3L1,Q8IYB8,1-10 FA,no hit,0.274835408,0.229610704,24.46136917,0.330229917
PDHB,P11177|P11177-2|P11177-3,1-10 FA,no hit,0.216690724,0.230260862,24.72181782,0.330743656
DDX6,P26196,1-10 FA,no hit,-0.146917072,0.230743772,25.03695521,0.331016161
KIAA1429,Q69YN4|Q69YN4-3,1-10 FA,no hit,0.309304362,0.231265749,24.96229483,0.331343947
RTL1,A6NKG5,1-10 FA,no hit,-0.49601338699999997,0.233577003,23.69326857,0.334231225
CRLF3,Q8IUI8|Q8IUI8-2,1-10 FA,no hit,-0.171214565,0.234183005,23.53903041,0.334674193
IMP3,Q9NV31,1-10 FA,no hit,0.27517181,0.236159632,22.38608821,0.335903876
STRBP,Q96SI9|Q96SI9-2,1-10 FA,no hit,0.175975661,0.236163689,24.41152147,0.335903876
NUP93,H3BVG0|Q8N1F7,1-10 FA,no hit,0.194845656,0.236181992,25.98645597,0.335903876
ALDH2,P05091,1-10 FA,no hit,0.162638951,0.23623355,26.39905578,0.335903876
GARS,P41250,1-10 FA,no hit,-0.344626722,0.237886069,26.46871354,0.337617825
UTRN,P46939|P46939-2,1-10 FA,no hit,0.224958094,0.238037014,26.5886867,0.337617825
LAP3,P28838|P28838-2,1-10 FA,no hit,0.148482672,0.238663807,23.94431067,0.338082105
DCD,P81605|P81605-2,1-10 FA,no hit,0.608348553,0.239033611,24.73724392,0.338181637
LSS,P48449|P48449-2|P48449-3,1-10 FA,no hit,0.412375895,0.239948681,24.02877367,0.33879832
EFHD2,Q96C19,1-10 FA,no hit,-0.23356351,0.240069669,23.44369528,0.33879832
EIF1AY|EIF1AX,O14602|P47813,1-10 FA,no hit,-0.19305477099999999,0.241338742,23.96818073,0.340070036
MCM2,H0Y8E6|P49736,1-10 FA,no hit,-0.283185933,0.241573223,26.14015934,0.340070036
DPP7,Q9UHL4,1-10 FA,no hit,0.201523226,0.243873369,23.25854058,0.342880491
XRCC5,P13010,1-10 FA,no hit,-0.14480403,0.247600993,26.34707055,0.347688459
EIF2S3|EIF2S3L,P41091|Q2VIR3,1-10 FA,no hit,-0.313509805,0.249193937,23.80749661,0.349490627
DDB1,Q16531,1-10 FA,no hit,-0.131492473,0.24967803,27.31874122,0.349540835
BOP1,Q14137|Q14137-2,1-10 FA,no hit,0.184052397,0.249848941,23.8217829,0.349540835
HMGN1,A6NEL0|A6NL93|P05114,1-10 FA,no hit,0.213868663,0.251790215,24.37669304,0.351820733
HNRNPR,B4DT28|O43390|O43390-3,1-10 FA,no hit,0.296881571,0.253660224,25.39766612,0.353995541
RPL9,D6RAN4|E7ESE0|H0Y9V9|P32969,1-10 FA,no hit,-0.237337781,0.256420624,22.54171733,0.35740603
SND1,Q7KZF4,1-10 FA,no hit,0.237527676,0.261121488,26.35754633,0.363376224
NUP54,Q7Z3B4|Q7Z3B4-3,1-10 FA,no hit,0.15201738,0.261620396,23.50189463,0.363376224
ACSL4,O60488|O60488-2,1-10 FA,no hit,0.227122489,0.261669504,23.31145062,0.363376224
XRCC6,P12956,1-10 FA,no hit,-0.136642444,0.262690613,26.09797586,0.364190854
ARCN1,B0YIW6|P48444,1-10 FA,no hit,-0.135829569,0.263146934,23.45877525,0.364190854
MYH9,P35579,1-10 FA,no hit,-0.226711611,0.263223859,28.12755644,0.364190854
OGDHL,Q9ULD0,1-10 FA,no hit,0.138119073,0.263751192,24.3247292,0.364473801
KHSRP,A0A087WTP3|Q92945,1-10 FA,no hit,0.124221145,0.26451721500000003,24.36414873,0.364953476
VCP,P55072,1-10 FA,no hit,-0.169082575,0.264744815,27.02447884,0.364953476
NACA,E9PAV3|E9PAV3-2|F8VNW4|F8VZJ2|F8W0W4|F8W1N5|H0YHX9|Q13765,1-10 FA,no hit,-0.284924854,0.266279264,23.00272067,0.366621085
DDX1,A0A087X2G1|F1T0B3|Q92499,1-10 FA,no hit,-0.126616405,0.26762866,24.06412865,0.368030154
MCM4,P33991,1-10 FA,no hit,-0.247011529,0.27130116,25.77458993,0.372598786
SPTAN1,Q13813|Q13813-3,1-10 FA,no hit,0.142343465,0.271610984,28.67460651,0.372598786
SCIN,Q9Y6U3,1-10 FA,no hit,0.199056134,0.272194835,23.54470207,0.372946564
ALDH1B1,P30837,1-10 FA,no hit,0.187404767,0.273040844,24.2113859,0.373652258
PRKCSH,K7ELL7|P14314|P14314-2,1-10 FA,no hit,0.472833882,0.275287084,25.29129407,0.376270118
GPX4,A0A087WT12|A0A087X2I2|A0A0A0MTT1|K7EJ20|K7EKX7|K7ENB4|K7ERP4|P36969|P36969-2|R4GNE4,1-10 FA,no hit,-0.205410743,0.279997273,22.77080339,0.38224537
TRMT10C,Q7L0Y3,1-10 FA,no hit,0.259597287,0.28290977,22.55778115,0.385754989
RIF1,Q5UIP0|Q5UIP0-2,1-10 FA,no hit,0.282075496,0.286301993,23.7765935,0.389909469
USP39,A0A087X1B2|B9A018|Q53GS9,1-10 FA,no hit,-0.146742059,0.287598364,24.82986542,0.391203076
TSFM,P43897,1-10 FA,no hit,0.142123262,0.288764618,23.61615802,0.391228672
RBBP7,E9PC52|Q16576|Q16576-2,1-10 FA,no hit,0.150004962,0.288788909,23.1922828,0.391228672
NAPA,P54920,1-10 FA,no hit,-0.153053708,0.288953865,22.22075862,0.391228672
PTPN1,B4DSN5|P18031,1-10 FA,no hit,0.212621778,0.289003289,24.19286541,0.391228672
TNKS1BP1,Q9C0C2,1-10 FA,no hit,0.121499385,0.290466626,24.15451511,0.392738707
PMPCA,Q10713,1-10 FA,no hit,0.115711178,0.290853035,23.33791098,0.392790762
ATXN2L,H3BUF6|Q8WWM7|Q8WWM7-2|Q8WWM7-3|Q8WWM7-4|Q8WWM7-5|Q8WWM7-6|Q8WWM7-8|Q8WWM7-9,1-10 FA,no hit,-0.191020428,0.291688068,22.98460108,0.393008549
SRRT,Q9BXP5|Q9BXP5-2|Q9BXP5-3|Q9BXP5-4|Q9BXP5-5,1-10 FA,no hit,0.144324952,0.291710509,25.11926356,0.393008549
MPHOSPH8,Q99549|Q99549-2,1-10 FA,no hit,0.191131964,0.292319061,22.83372118,0.393359022
ALDH9A1,P49189,1-10 FA,no hit,-0.130631197,0.293541967,26.28764597,0.394534381
KDELC1,Q6UW63,1-10 FA,no hit,0.457726428,0.294264669,25.43426086,0.395035448
ILF2,B4DY09|Q12905,1-10 FA,no hit,0.225313509,0.294798589,25.90214142,0.395282193
RRAS2,A0A0C4DGH2|P62070|P62070-4,1-10 FA,no hit,0.207612735,0.295265195,24.33893343,0.395438203
KDM1A,O60341|O60341-2,1-10 FA,no hit,0.145359964,0.296461119,23.55310988,0.396569435
PPP1CB,P62140,1-10 FA,no hit,-0.190001003,0.297153143,23.02400706,0.397024733
SYNCRIP,O60506|O60506-2,1-10 FA,no hit,0.148110295,0.297850138,24.95615537,0.397485587
9-Sep,K7EL40|Q9UHD8|Q9UHD8-2|Q9UHD8-3|Q9UHD8-4|Q9UHD8-5|Q9UHD8-7|Q9UHD8-8|Q9UHD8-9,1-10 FA,no hit,-0.158840784,0.300113613,22.99157372,0.399903592
SYNE2,Q8WXH0|Q8WXH0-2,1-10 FA,no hit,0.363251508,0.300670818,28.87680856,0.399903592
RAD50,Q92878|Q92878-2|Q92878-3,1-10 FA,no hit,-0.128196284,0.300724667,22.6917376,0.399903592
RPL7,A8MUD9|P18124,1-10 FA,no hit,-0.23545047,0.30259727,23.55888758,0.401920374
RFC3,P40938|P40938-2,1-10 FA,no hit,0.142384506,0.304610864,24.35117326,0.404119466
LSM6,P62312,1-10 FA,no hit,-0.174114724,0.305543913,24.53258597,0.404216928
PSMD5,Q16401|Q16401-2,1-10 FA,no hit,-0.1544333,0.306319373,22.77042924,0.404216928
TBCD,J3KR97|Q9BTW9|Q9BTW9-4|Q9BTW9-5,1-10 FA,no hit,-0.287113277,0.306347347,23.23225816,0.404216928
PRKACB|PRKACA,A0A087WVC4|A0A0A0MS54|P17612|P17612-2|P22694|P22694-10|P22694-2|P22694-3|P22694-4|P22694-5|P22694-6|P22694-7|P22694-9,1-10 FA,no hit,0.137775799,0.306450506,23.31717238,0.404216928
HSD17B4,E7ER27|P51659,1-10 FA,no hit,0.17259858,0.306879645,23.5279618,0.404216928
GLYR1,K7EMM8|Q49A26|Q49A26-2|Q49A26-3|Q49A26-4|Q49A26-5,1-10 FA,no hit,0.199173776,0.307077706,23.28279194,0.404216928
PPP1CA,P62136|P62136-2,1-10 FA,no hit,0.129904345,0.307190544,23.46424468,0.404216928
GPS1,C9JFE4|Q13098|Q13098-5|Q13098-7,1-10 FA,no hit,-0.134601851,0.309594694,24.61272857,0.40690618
GLA,P06280,1-10 FA,no hit,0.349603408,0.31222648,23.50969387,0.409888018
CTSL,P07711,1-10 FA,no hit,0.116760876,0.313369069,24.3035196,0.410910196
CWC22,B7WP74|Q9HCG8,1-10 FA,no hit,0.176773844,0.315503046,23.45348566,0.413228468
TOP2A,P11388|P11388-2|P11388-3|P11388-4,1-10 FA,no hit,0.250803751,0.320811372,24.66022254,0.419694135
ALDH6A1,Q02252|Q02252-2,1-10 FA,no hit,0.141651006,0.321988549,23.86628108,0.42074661
KPRP,Q5T749,1-10 FA,no hit,0.494868734,0.325027637,24.07597438,0.424226824
RPL3,B5MCW2|G5E9G0|P39023,1-10 FA,no hit,-0.150702288,0.326135029,24.48897856,0.425180656
HSPE1-MOB4,S4R3N1,1-10 FA,no hit,0.143076903,0.327039261,23.01426491,0.425867734
RAB18,Q9NP72|Q9NP72-2|Q9NP72-3,1-10 FA,no hit,0.138158961,0.330744933,23.42471638,0.429748763
SMARCA5,O60264,1-10 FA,no hit,0.222947235,0.330780935,24.99994986,0.429748763
GGH,Q92820,1-10 FA,no hit,0.253657848,0.331704437,22.99111013,0.430453229
SNX1,H0YK42|Q13596|Q13596-2|Q13596-3,1-10 FA,no hit,0.118110534,0.333505514,23.29843327,0.4322936
PCK2,B4DW73|H0YML5|Q16822,1-10 FA,no hit,0.134800959,0.33436703,23.32872753,0.432913277
TPM3,J3KN67|P06753-2|P06753-5|P06753-6,1-10 FA,no hit,-0.230823687,0.336575791,25.43708417,0.435273847
FXN,C9JAX1|H7C585|Q16595,1-10 FA,no hit,0.150701441,0.337169397,24.06723039,0.43538877
PITRM1,Q5JRX3|Q5JRX3-2,1-10 FA,no hit,0.181858123,0.337435938,26.81424332,0.43538877
IGF2BP3,F8WD15|O00425,1-10 FA,no hit,-0.155013198,0.33876833,22.22268326,0.436608955
PKP1,A0A087WYY6|Q13835|Q13835-2,1-10 FA,no hit,0.295647232,0.339309881,23.20899484,0.436808273
COL4A3BP,Q9Y5P4|Q9Y5P4-2|Q9Y5P4-3,1-10 FA,no hit,-0.126290616,0.341985913,23.71716999,0.439751818
TEAD1,E9PKB7|H0YE88|J3KP52|P28347,1-10 FA,no hit,0.389248662,0.345191321,23.10274258,0.443368602
FLII,Q13045|Q13045-2|Q13045-3,1-10 FA,no hit,0.144232013,0.34667601,24.35112645,0.444494319
MAPK14,B4E0K5|Q16539|Q16539-3|Q16539-4|Q16539-5,1-10 FA,no hit,-0.177565067,0.346855177,22.81800934,0.444494319
DCTN2,Q13561|Q13561-2|Q13561-3,1-10 FA,no hit,-0.135259168,0.349662344,23.54712173,0.447583658
RCN1,Q15293,1-10 FA,no hit,0.244865207,0.352336143,26.32845679,0.450495476
EZR,E7EQR4|P15311,1-10 FA,no hit,-0.118448748,0.353160147,26.3108335,0.450794429
EML2,K7EIK7|O95834|O95834-2|O95834-3,1-10 FA,no hit,-0.258670458,0.353368529,23.79713176,0.450794429
DSG1,Q02413,1-10 FA,no hit,0.534904201,0.354482009,25.08776756,0.451704501
PRPF8,Q6P2Q9,1-10 FA,no hit,0.126067427,0.356168141,26.7385816,0.453341411
SEC23A,F5H365|Q15436,1-10 FA,no hit,-0.135733069,0.356911157,23.25959636,0.453668905
KPNA3,O00505,1-10 FA,no hit,-0.162933215,0.35739299,22.42915117,0.453668905
HSPA1B|HSPA1A,A0A0G2JIW1|P0DMV8|P0DMV9,1-10 FA,no hit,-0.164359579,0.357630935,25.09014184,0.453668905
EIF3I,Q13347,1-10 FA,no hit,-0.127685325,0.358360139,25.21744746,0.454083723
PPA2,Q9H2U2|Q9H2U2-2,1-10 FA,no hit,0.132253026,0.360337506,25.771704540000002,0.456077404
RSF1,Q96T23|Q96T23-2,1-10 FA,no hit,0.245456459,0.362612999,20.95213476,0.458443534
